date,lat (deg),lon (deg),speed (kn),heading (deg),hdg_true,bank (deg),pitch angle (deg)
2023-04-16T22:46:51.375Z,37.8855883,-122.3715666,4.000,307.4,247.6,8.7,2.6
2023-04-16T22:46:51.878Z,37.8855916,-122.3715766,3.800,295.8,248.9,17.7,12.8
2023-04-16T22:46:52.379Z,37.8855950,-122.3715866,3.800,278.6,244.9,18.7,5.0
2023-04-16T22:46:52.878Z,37.8855966,-122.3715983,3.700,277.8,242.8,15.9,2.8
2023-04-16T22:46:53.373Z,37.8855983,-122.3716100,3.800,280.9,240.4,16.9,5.9
2023-04-16T22:46:53.877Z,37.8855983,-122.3716216,4.100,272.3,237.0,16.9,-1.0
2023-04-16T22:46:54.376Z,37.8855983,-122.3716333,3.800,272.0,241.6,17.6,4.4
2023-04-16T22:46:54.875Z,37.8855983,-122.3716450,4.100,264.3,240.6,9.0,1.6
2023-04-16T22:46:55.374Z,37.8855983,-122.3716566,4.200,273.5,240.9,10.4,1.1
2023-04-16T22:46:55.875Z,37.8856000,-122.3716683,3.900,272.4,245.2,6.9,1.9
2023-04-16T22:46:56.373Z,37.8855983,-122.3716816,4.600,266.8,244.6,5.3,4.2
2023-04-16T22:46:56.879Z,37.8855983,-122.3716950,4.700,272.1,240.8,4.7,0.2
2023-04-16T22:46:57.373Z,37.8856000,-122.3717083,4.700,280.0,242.8,11.5,5.4
2023-04-16T22:46:57.875Z,37.8856000,-122.3717216,4.700,271.3,242.5,5.3,1.4
2023-04-16T22:46:58.373Z,37.8856000,-122.3717366,4.800,270.3,240.1,10.1,6.9
2023-04-16T22:46:58.875Z,37.8856000,-122.3717500,4.900,267.8,238.1,8.0,0.3
2023-04-16T22:46:59.373Z,37.8856000,-122.3717633,5.000,267.1,236.8,8.1,7.2
2023-04-16T22:46:59.877Z,37.8856000,-122.3717766,5.000,270.7,233.3,10.3,-0.4
2023-04-16T22:47:00.374Z,37.8855983,-122.3717866,4.300,267.0,239.5,3.4,1.9
2023-04-16T22:47:00.876Z,37.8855983,-122.3718000,4.000,265.4,242.0,5.0,3.1
2023-04-16T22:47:01.373Z,37.8855966,-122.3718133,4.100,263.2,240.5,-3.9,0.3
2023-04-16T22:47:01.878Z,37.8855966,-122.3718266,4.500,265.4,236.9,-2.7,1.9
2023-04-16T22:47:02.375Z,37.8855966,-122.3718383,4.300,271.5,233.8,9.2,0.3
2023-04-16T22:47:02.876Z,37.8855950,-122.3718516,4.600,257.7,231.1,-3.6,0.5
2023-04-16T22:47:03.376Z,37.8855933,-122.3718633,4.500,264.5,235.7,6.8,3.4
2023-04-16T22:47:03.875Z,37.8855933,-122.3718750,3.700,268.4,229.3,10.9,0.9
2023-04-16T22:47:04.328Z,37.8855916,-122.3718850,4.000,252.4,229.7,8.6,0.7
2023-04-16T22:47:04.875Z,37.8855883,-122.3718966,4.000,247.3,235.4,1.7,0.5
2023-04-16T22:47:05.375Z,37.8855866,-122.3719083,3.800,260.5,237.1,4.1,4.7
2023-04-16T22:47:05.877Z,37.8855866,-122.3719183,3.600,267.9,238.0,7.7,2.0
2023-04-16T22:47:06.372Z,37.8855866,-122.3719300,3.600,262.6,237.3,2.4,0.1
2023-04-16T22:47:06.874Z,37.8855833,-122.3719416,4.200,257.5,241.2,-5.3,3.3
2023-04-16T22:47:07.372Z,37.8855816,-122.3719550,4.500,267.3,244.7,-3.1,7.6
2023-04-16T22:47:07.874Z,37.8855816,-122.3719700,4.400,266.3,242.7,-8.4,3.1
2023-04-16T22:47:08.373Z,37.8855800,-122.3719850,5.100,265.5,241.4,-8.8,5.0
2023-04-16T22:47:08.875Z,37.8855800,-122.3719983,5.200,262.7,245.9,-23.8,0.9
2023-04-16T22:47:09.373Z,37.8855800,-122.3720116,4.700,274.7,245.8,-11.0,0.5
2023-04-16T22:47:09.877Z,37.8855816,-122.3720233,4.400,277.3,246.2,-17.0,4.4
2023-04-16T22:47:10.375Z,37.8855833,-122.3720366,4.600,278.7,247.7,-18.9,1.4
2023-04-16T22:47:10.876Z,37.8855833,-122.3720500,4.500,276.3,249.2,-28.3,1.7
2023-04-16T22:47:11.375Z,37.8855883,-122.3720633,4.800,291.7,250.5,-15.1,0.3
2023-04-16T22:47:11.879Z,37.8855916,-122.3720766,4.800,293.7,252.5,-7.5,3.2
2023-04-16T22:47:12.374Z,37.8855950,-122.3720916,4.900,284.6,248.8,-12.1,2.5
2023-04-16T22:47:12.877Z,37.8855983,-122.3721050,5.100,287.7,245.9,-8.2,-0.3
2023-04-16T22:47:13.375Z,37.8856016,-122.3721200,5.200,285.7,248.7,-14.0,3.5
2023-04-16T22:47:13.880Z,37.8856066,-122.3721350,5.100,284.0,243.3,-9.4,2.5
2023-04-16T22:47:14.375Z,37.8856083,-122.3721500,5.200,276.3,239.8,-19.0,5.5
2023-04-16T22:47:14.877Z,37.8856100,-122.3721650,5.000,277.8,242.4,-27.2,2.4
2023-04-16T22:47:15.375Z,37.8856116,-122.3721800,5.000,274.6,240.7,-39.4,1.4
2023-04-16T22:47:15.877Z,37.8856116,-122.3721933,4.800,273.6,246.3,-36.7,4.1
2023-04-16T22:47:16.378Z,37.8856133,-122.3722050,4.200,279.9,246.5,-30.8,0.3
2023-04-16T22:47:16.875Z,37.8856166,-122.3722166,4.100,291.0,247.6,-28.2,3.2
2023-04-16T22:47:17.374Z,37.8856200,-122.3722266,4.000,296.1,249.9,-30.3,1.6
2023-04-16T22:47:17.879Z,37.8856233,-122.3722383,4.000,286.7,250.7,-23.9,3.6
2023-04-16T22:47:18.376Z,37.8856250,-122.3722500,4.200,287.8,248.8,-20.6,-0.3
2023-04-16T22:47:18.878Z,37.8856300,-122.3722616,4.300,294.9,250.8,-7.7,2.6
2023-04-16T22:47:19.375Z,37.8856333,-122.3722750,4.200,293.1,252.4,-2.7,2.1
2023-04-16T22:47:19.878Z,37.8856383,-122.3722866,4.400,297.5,248.9,11.9,-0.6
2023-04-16T22:47:20.375Z,37.8856433,-122.3722966,4.800,305.6,244.8,26.0,-1.3
2023-04-16T22:47:20.877Z,37.8856483,-122.3723050,4.300,300.0,243.1,35.6,-1.6
2023-04-16T22:47:21.374Z,37.8856516,-122.3723133,3.300,305.3,244.6,34.8,-3.6
2023-04-16T22:47:21.876Z,37.8856550,-122.3723166,2.400,322.5,243.3,49.1,-4.2
2023-04-16T22:47:22.365Z,37.8856616,-122.3723183,2.700,346.2,241.5,67.8,-1.7
2023-04-16T22:47:22.876Z,37.8856666,-122.3723233,2.800,327.2,234.9,95.1,0.3
2023-04-16T22:47:23.374Z,37.8856700,-122.3723250,2.200,318.2,236.3,91.1,-3.0
2023-04-16T22:47:23.875Z,37.8856716,-122.3723283,1.700,327.3,238.4,89.3,-1.4
2023-04-16T22:47:24.372Z,37.8856750,-122.3723300,1.300,335.4,235.4,94.0,-4.4
2023-04-16T22:47:24.874Z,37.8856783,-122.3723300,1.200,351.9,233.9,94.3,-4.8
2023-04-16T22:47:25.372Z,37.8856816,-122.3723316,1.300,352.1,234.5,94.7,-3.2
2023-04-16T22:47:25.874Z,37.8856850,-122.3723316,1.400,352.7,233.9,92.6,-2.4
2023-04-16T22:47:26.372Z,37.8856883,-122.3723316,1.400,1.4,232.5,90.7,-2.3
2023-04-16T22:47:26.874Z,37.8856916,-122.3723300,1.400,18.8,230.7,95.1,-2.4
2023-04-16T22:47:27.373Z,37.8856950,-122.3723300,1.400,20.9,228.6,95.4,-2.4
2023-04-16T22:47:27.875Z,37.8856966,-122.3723283,1.300,25.2,228.3,93.6,-1.8
2023-04-16T22:47:28.373Z,37.8856983,-122.3723266,0.900,35.5,227.6,93.3,-2.4
2023-04-16T22:47:28.875Z,37.8857000,-122.3723233,1.100,30.1,227.9,91.0,-2.5
2023-04-16T22:47:29.373Z,37.8857033,-122.3723200,1.200,13.4,228.8,95.4,-1.5
2023-04-16T22:47:29.875Z,37.8857083,-122.3723183,1.600,17.9,224.8,98.0,0.0
2023-04-16T22:47:30.372Z,37.8857116,-122.3723166,1.800,8.4,225.0,93.0,0.5
2023-04-16T22:47:30.875Z,37.8857133,-122.3723150,1.500,352.0,225.5,91.8,-1.6
2023-04-16T22:47:31.373Z,37.8857166,-122.3723150,1.100,353.0,220.7,96.1,-0.4
2023-04-16T22:47:31.874Z,37.8857183,-122.3723150,0.800,16.2,216.5,95.2,5.3
2023-04-16T22:47:32.368Z,37.8857183,-122.3723150,0.800,0.2,214.7,93.7,-0.6
2023-04-16T22:47:32.881Z,37.8857200,-122.3723150,0.400,1.3,211.8,93.9,4.0
2023-04-16T22:47:33.373Z,37.8857233,-122.3723150,0.800,348.4,210.8,93.8,5.0
2023-04-16T22:47:33.875Z,37.8857250,-122.3723166,1.200,4.1,211.2,94.5,8.4
2023-04-16T22:47:34.374Z,37.8857283,-122.3723166,1.300,358.3,209.0,94.7,6.3
2023-04-16T22:47:34.874Z,37.8857300,-122.3723166,0.700,328.5,206.1,94.7,2.9
2023-04-16T22:47:35.376Z,37.8857316,-122.3723183,0.700,340.4,205.7,94.4,3.9
2023-04-16T22:47:35.878Z,37.8857316,-122.3723166,0.700,353.9,206.4,94.6,7.4
2023-04-16T22:47:36.375Z,37.8857333,-122.3723183,0.500,318.9,205.2,93.9,7.6
2023-04-16T22:47:36.879Z,37.8857333,-122.3723200,0.600,319.4,203.8,94.2,6.1
2023-04-16T22:47:37.379Z,37.8857350,-122.3723200,0.700,352.9,202.9,94.4,4.4
2023-04-16T22:47:37.878Z,37.8857350,-122.3723200,0.500,332.3,203.5,94.5,5.5
2023-04-16T22:47:38.380Z,37.8857366,-122.3723216,0.000,332.3,203.2,94.8,7.2
2023-04-16T22:47:38.874Z,37.8857366,-122.3723216,0.000,332.3,201.4,95.2,9.0
2023-04-16T22:47:39.375Z,37.8857383,-122.3723216,0.000,332.3,199.8,94.8,8.0
2023-04-16T22:47:39.876Z,37.8857383,-122.3723200,0.000,332.3,199.6,93.8,6.1
2023-04-16T22:47:40.378Z,37.8857400,-122.3723216,0.000,332.3,199.8,94.5,8.5
2023-04-16T22:47:40.880Z,37.8857383,-122.3723200,0.000,332.3,197.8,98.0,13.4
2023-04-16T22:47:41.382Z,37.8857400,-122.3723200,0.000,332.3,196.6,95.3,3.6
2023-04-16T22:47:41.876Z,37.8857400,-122.3723183,0.000,332.3,196.9,94.1,6.0
2023-04-16T22:47:42.381Z,37.8857400,-122.3723183,0.000,332.3,197.0,94.9,11.9
2023-04-16T22:47:42.882Z,37.8857400,-122.3723183,0.000,332.3,194.8,95.3,11.3
2023-04-16T22:47:43.383Z,37.8857416,-122.3723183,0.000,332.3,194.0,95.1,9.8
2023-04-16T22:47:43.887Z,37.8857433,-122.3723183,0.000,332.3,194.0,97.2,14.6
2023-04-16T22:47:44.386Z,37.8857433,-122.3723183,0.000,332.3,190.5,95.5,16.4
2023-04-16T22:47:44.888Z,37.8857450,-122.3723200,0.000,332.3,191.2,92.6,9.9
2023-04-16T22:47:45.389Z,37.8857450,-122.3723200,0.000,332.3,191.1,95.4,10.6
2023-04-16T22:47:45.890Z,37.8857466,-122.3723200,0.000,332.3,189.7,98.0,7.9
2023-04-16T22:47:46.391Z,37.8857483,-122.3723200,0.000,332.3,187.9,94.6,4.0
2023-04-16T22:47:46.894Z,37.8857500,-122.3723200,0.000,332.3,188.6,94.9,3.1
2023-04-16T22:47:47.394Z,37.8857500,-122.3723200,0.000,332.3,188.2,96.2,5.4
2023-04-16T22:47:47.895Z,37.8857500,-122.3723200,0.000,332.3,187.2,95.4,3.3
2023-04-16T22:47:48.397Z,37.8857516,-122.3723200,0.000,332.3,185.2,94.9,2.1
2023-04-16T22:47:48.898Z,37.8857516,-122.3723200,0.000,332.3,185.6,94.9,4.6
2023-04-16T22:47:49.399Z,37.8857533,-122.3723200,0.000,332.3,183.8,96.0,2.8
2023-04-16T22:47:49.900Z,37.8857550,-122.3723200,0.000,332.3,181.2,93.4,2.1
2023-04-16T22:47:50.402Z,37.8857566,-122.3723200,0.000,332.3,181.6,94.1,5.7
2023-04-16T22:47:50.902Z,37.8857566,-122.3723216,0.000,332.3,179.9,96.8,5.0
2023-04-16T22:47:51.404Z,37.8857566,-122.3723216,0.000,332.3,176.2,98.0,2.7
2023-04-16T22:47:51.905Z,37.8857566,-122.3723216,0.000,332.3,174.8,91.5,5.9
2023-04-16T22:47:52.371Z,37.8857583,-122.3723200,0.000,332.3,172.8,92.2,2.0
2023-04-16T22:47:52.873Z,37.8857566,-122.3723200,0.000,332.3,170.9,92.5,4.3
2023-04-16T22:47:53.372Z,37.8857566,-122.3723216,0.000,332.3,169.0,95.8,2.5
2023-04-16T22:47:53.875Z,37.8857583,-122.3723233,0.000,332.3,167.0,93.8,0.6
2023-04-16T22:47:54.373Z,37.8857600,-122.3723233,0.000,332.3,166.1,93.6,-0.3
2023-04-16T22:47:54.875Z,37.8857616,-122.3723233,0.000,332.3,164.5,94.2,-1.6
2023-04-16T22:47:55.373Z,37.8857633,-122.3723233,0.000,332.3,161.5,96.7,1.9
2023-04-16T22:47:55.876Z,37.8857650,-122.3723233,0.000,332.3,155.7,95.3,0.6
2023-04-16T22:47:56.372Z,37.8857650,-122.3723233,0.000,332.3,156.0,89.8,-1.2
2023-04-16T22:47:56.874Z,37.8857666,-122.3723233,0.000,332.3,156.0,93.1,0.0
2023-04-16T22:47:57.372Z,37.8857666,-122.3723233,0.000,332.3,153.3,95.2,-0.2
2023-04-16T22:47:57.874Z,37.8857666,-122.3723233,0.000,332.3,153.2,94.7,-0.5
2023-04-16T22:47:58.373Z,37.8857666,-122.3723233,0.000,332.3,153.2,92.9,0.4
2023-04-16T22:47:58.887Z,37.8857666,-122.3723233,0.000,332.3,149.1,91.5,-0.3
2023-04-16T22:47:59.373Z,37.8857666,-122.3723233,0.000,332.3,148.8,89.2,-2.2
2023-04-16T22:47:59.874Z,37.8857666,-122.3723233,0.000,332.3,146.8,94.9,-4.7
2023-04-16T22:48:00.372Z,37.8857666,-122.3723233,0.000,332.3,143.4,95.2,-0.3
2023-04-16T22:48:00.875Z,37.8857666,-122.3723233,0.000,332.3,142.4,93.3,-1.2
2023-04-16T22:48:01.373Z,37.8857666,-122.3723233,0.000,332.3,143.1,94.4,-4.7
2023-04-16T22:48:01.875Z,37.8857666,-122.3723233,0.000,332.3,142.1,92.1,-2.9
2023-04-16T22:48:02.374Z,37.8857666,-122.3723233,0.000,332.3,142.9,92.5,-1.7
2023-04-16T22:48:02.875Z,37.8857666,-122.3723233,0.000,332.3,142.2,91.7,-3.0
2023-04-16T22:48:03.373Z,37.8857666,-122.3723233,0.000,332.3,141.2,90.2,-2.5
2023-04-16T22:48:03.876Z,37.8857666,-122.3723233,0.000,332.3,141.9,91.7,-3.7
2023-04-16T22:48:04.379Z,37.8857666,-122.3723233,0.000,332.3,139.9,95.1,-0.5
2023-04-16T22:48:04.874Z,37.8857666,-122.3723216,0.000,332.3,137.8,95.0,-3.6
2023-04-16T22:48:05.373Z,37.8857666,-122.3723216,0.000,332.3,135.7,91.3,-2.4
2023-04-16T22:48:05.875Z,37.8857666,-122.3723216,0.000,332.3,134.6,91.0,-1.6
2023-04-16T22:48:06.372Z,37.8857666,-122.3723216,0.000,332.3,134.9,90.5,-5.1
2023-04-16T22:48:06.874Z,37.8857666,-122.3723216,0.000,332.3,135.0,93.8,-4.5
2023-04-16T22:48:07.372Z,37.8857666,-122.3723216,0.000,332.3,132.5,95.8,-3.2
2023-04-16T22:48:07.875Z,37.8857666,-122.3723216,0.000,332.3,130.8,91.8,-3.2
2023-04-16T22:48:08.372Z,37.8857666,-122.3723216,0.000,332.3,131.5,90.9,-3.8
2023-04-16T22:48:08.874Z,37.8857666,-122.3723216,0.000,332.3,131.9,92.7,-4.0
2023-04-16T22:48:09.372Z,37.8857666,-122.3723216,0.000,332.3,131.2,94.1,-1.2
2023-04-16T22:48:09.875Z,37.8857666,-122.3723200,0.000,332.3,129.8,91.2,-3.3
2023-04-16T22:48:10.372Z,37.8857666,-122.3723200,0.000,332.3,129.9,89.9,-3.9
2023-04-16T22:48:10.875Z,37.8857666,-122.3723200,0.000,332.3,129.7,94.7,-4.0
2023-04-16T22:48:11.373Z,37.8857666,-122.3723200,0.000,332.3,126.1,97.8,-1.9
2023-04-16T22:48:11.875Z,37.8857666,-122.3723200,0.000,332.3,126.6,90.1,-2.9
2023-04-16T22:48:12.372Z,37.8857666,-122.3723200,0.000,332.3,128.3,90.5,-3.8
2023-04-16T22:48:12.874Z,37.8857666,-122.3723200,0.000,332.3,127.9,94.5,-1.5
2023-04-16T22:48:13.373Z,37.8857683,-122.3723200,0.000,332.3,124.9,94.5,-1.8
2023-04-16T22:48:13.876Z,37.8857683,-122.3723183,0.000,332.3,125.5,93.2,-4.5
2023-04-16T22:48:14.372Z,37.8857683,-122.3723183,0.000,332.3,127.5,93.5,-4.2
2023-04-16T22:48:14.877Z,37.8857683,-122.3723183,0.000,332.3,126.9,93.2,-1.5
2023-04-16T22:48:15.375Z,37.8857683,-122.3723183,0.000,332.3,127.7,91.5,-5.2
2023-04-16T22:48:15.874Z,37.8857683,-122.3723183,0.000,332.3,128.2,94.1,-4.0
2023-04-16T22:48:16.372Z,37.8857683,-122.3723183,0.000,332.3,128.1,92.2,-1.4
2023-04-16T22:48:16.875Z,37.8857683,-122.3723183,0.000,332.3,128.8,93.2,-3.3
2023-04-16T22:48:17.372Z,37.8857683,-122.3723183,0.000,332.3,128.5,94.1,-3.1
2023-04-16T22:48:17.875Z,37.8857683,-122.3723166,0.000,332.3,129.7,90.9,-3.9
2023-04-16T22:48:18.372Z,37.8857683,-122.3723166,0.000,332.3,130.3,92.9,-0.3
2023-04-16T22:48:18.877Z,37.8857683,-122.3723166,0.000,332.3,129.4,94.1,-4.4
2023-04-16T22:48:19.372Z,37.8857683,-122.3723166,0.000,332.3,130.2,92.7,-3.5
2023-04-16T22:48:19.876Z,37.8857833,-122.3722616,1.000,86.7,130.8,92.4,-2.6
2023-04-16T22:48:20.371Z,37.8857816,-122.3722583,1.100,102.9,131.8,91.9,-4.4
2023-04-16T22:48:20.875Z,37.8857816,-122.3722533,1.100,87.7,132.0,95.4,-3.2
2023-04-16T22:48:21.373Z,37.8857816,-122.3722500,1.200,75.4,129.7,96.2,-3.5
2023-04-16T22:48:21.875Z,37.8857816,-122.3722450,1.200,80.2,129.5,91.3,-2.9
2023-04-16T22:48:22.373Z,37.8857816,-122.3722433,0.900,66.3,130.6,89.5,-3.2
2023-04-16T22:48:22.875Z,37.8857816,-122.3722416,0.800,78.1,130.8,93.6,-3.3
2023-04-16T22:48:23.372Z,37.8857816,-122.3722400,0.900,97.8,127.7,97.7,-4.9
2023-04-16T22:48:23.875Z,37.8857816,-122.3722383,0.600,90.8,127.5,93.3,-5.8
2023-04-16T22:48:24.372Z,37.8857833,-122.3722350,1.100,49.1,129.5,91.4,-3.9
2023-04-16T22:48:24.875Z,37.8857866,-122.3722316,1.200,42.5,130.5,91.7,-3.7
2023-04-16T22:48:25.373Z,37.8857883,-122.3722300,1.200,44.5,130.5,93.7,-5.0
2023-04-16T22:48:25.865Z,37.8857916,-122.3722250,1.600,58.7,128.5,97.3,-3.2
2023-04-16T22:48:26.373Z,37.8857933,-122.3722200,1.700,65.2,127.5,95.3,-4.3
2023-04-16T22:48:26.875Z,37.8857950,-122.3722150,2.300,76.8,128.6,92.6,-6.1
2023-04-16T22:48:27.363Z,37.8857933,-122.3722100,1.800,99.2,127.3,94.0,-2.1
2023-04-16T22:48:27.876Z,37.8857950,-122.3722033,2.000,77.8,123.3,93.2,-3.7
2023-04-16T22:48:28.374Z,37.8857950,-122.3721966,2.100,88.7,124.3,99.3,-5.1
2023-04-16T22:48:28.876Z,37.8857950,-122.3721900,2.200,71.7,123.0,98.8,-2.7
2023-04-16T22:48:29.373Z,37.8857966,-122.3721833,2.100,61.8,122.3,92.2,-2.1
2023-04-16T22:48:29.875Z,37.8857983,-122.3721800,2.300,74.3,124.7,92.6,-4.5
2023-04-16T22:48:30.372Z,37.8857983,-122.3721766,1.800,83.0,125.0,96.5,-2.1
2023-04-16T22:48:30.874Z,37.8857983,-122.3721733,1.200,62.3,125.5,94.0,-2.8
2023-04-16T22:48:31.374Z,37.8858000,-122.3721700,1.400,57.5,125.6,97.5,-5.0
2023-04-16T22:48:31.874Z,37.8858000,-122.3721650,1.200,63.6,123.4,98.3,-3.0
2023-04-16T22:48:32.371Z,37.8858016,-122.3721616,1.500,53.3,122.5,94.4,-4.7
2023-04-16T22:48:32.862Z,37.8858033,-122.3721583,1.400,39.6,124.1,94.5,-3.8
2023-04-16T22:48:33.373Z,37.8858033,-122.3721550,1.900,78.7,123.7,99.7,-0.9
2023-04-16T22:48:33.873Z,37.8858033,-122.3721500,1.700,99.5,123.0,99.3,-4.5
2023-04-16T22:48:34.359Z,37.8858016,-122.3721450,1.600,88.5,121.0,95.2,-3.0
2023-04-16T22:48:34.872Z,37.8858016,-122.3721416,1.700,90.1,119.6,92.5,-2.3
2023-04-16T22:48:35.373Z,37.8858016,-122.3721400,1.000,93.9,119.7,97.4,-3.1
2023-04-16T22:48:35.875Z,37.8858016,-122.3721416,0.000,84.5,118.4,103.8,-3.8
2023-04-16T22:48:36.373Z,37.8858016,-122.3721416,0.000,84.5,119.6,98.2,-4.9
2023-04-16T22:48:36.875Z,37.8858016,-122.3721400,0.000,84.5,121.1,93.1,-2.8
2023-04-16T22:48:37.371Z,37.8858000,-122.3721416,0.000,84.5,121.4,92.7,-4.1
2023-04-16T22:48:37.874Z,37.8857966,-122.3721433,0.000,84.5,119.9,98.7,-3.8
2023-04-16T22:48:38.373Z,37.8857966,-122.3721433,0.000,84.5,120.2,100.2,-5.7
2023-04-16T22:48:38.875Z,37.8857966,-122.3721450,0.000,84.5,118.9,97.4,-4.4
2023-04-16T22:48:39.372Z,37.8857966,-122.3721450,0.000,84.5,119.3,93.0,-3.6
2023-04-16T22:48:39.863Z,37.8857966,-122.3721466,0.000,84.5,120.0,94.4,-3.4
2023-04-16T22:48:40.372Z,37.8857950,-122.3721483,0.000,84.5,119.5,98.4,-3.2
2023-04-16T22:48:40.874Z,37.8857950,-122.3721516,0.000,84.5,119.2,96.7,-4.7
2023-04-16T22:48:41.368Z,37.8857933,-122.3721550,0.000,84.5,118.1,95.6,-3.1
2023-04-16T22:48:41.877Z,37.8857950,-122.3721583,0.000,84.5,117.9,97.6,-2.2
2023-04-16T22:48:42.373Z,37.8857966,-122.3721600,0.000,84.5,115.5,95.9,-2.5
2023-04-16T22:48:42.873Z,37.8857966,-122.3721600,0.000,84.5,113.4,98.9,-3.8
2023-04-16T22:48:43.370Z,37.8857966,-122.3721583,0.000,84.5,115.1,101.1,-4.0
2023-04-16T22:48:43.874Z,37.8857966,-122.3721566,0.000,84.5,114.6,99.7,-3.3
2023-04-16T22:48:44.371Z,37.8857983,-122.3721533,0.000,84.5,112.0,93.7,-4.4
2023-04-16T22:48:44.874Z,37.8858000,-122.3721533,0.000,84.5,110.2,94.4,-3.1
2023-04-16T22:48:45.370Z,37.8858000,-122.3721516,0.000,84.5,109.0,100.5,-3.2
2023-04-16T22:48:45.874Z,37.8858000,-122.3721516,0.000,84.5,110.1,99.4,-2.0
2023-04-16T22:48:46.371Z,37.8858000,-122.3721500,0.000,84.5,111.8,95.4,-3.0
2023-04-16T22:48:46.862Z,37.8858000,-122.3721483,0.000,84.5,110.9,95.9,-5.4
2023-04-16T22:48:47.374Z,37.8858000,-122.3721466,0.000,84.5,109.2,98.5,-4.3
2023-04-16T22:48:47.873Z,37.8858000,-122.3721466,0.000,84.5,110.6,98.0,-2.9
2023-04-16T22:48:48.370Z,37.8858016,-122.3721466,0.000,84.5,110.7,95.5,-4.1
2023-04-16T22:48:48.872Z,37.8858016,-122.3721466,0.000,84.5,111.1,93.9,-2.6
2023-04-16T22:48:49.371Z,37.8858033,-122.3721450,0.000,84.5,110.6,96.0,-1.5
2023-04-16T22:48:49.872Z,37.8858050,-122.3721450,0.000,84.5,110.0,97.2,-4.8
2023-04-16T22:48:50.370Z,37.8858066,-122.3721450,0.000,84.5,109.0,94.9,-1.4
2023-04-16T22:48:50.872Z,37.8858083,-122.3721466,0.000,84.5,109.5,91.0,-2.8
2023-04-16T22:48:51.370Z,37.8858100,-122.3721483,0.000,84.5,109.0,92.4,1.5
2023-04-16T22:48:51.872Z,37.8858116,-122.3721500,0.000,84.5,111.6,96.4,-2.5
2023-04-16T22:48:52.370Z,37.8858116,-122.3721516,0.000,84.5,109.0,92.8,-5.1
2023-04-16T22:48:52.871Z,37.8858133,-122.3721533,0.000,84.5,108.4,94.1,-0.6
2023-04-16T22:48:53.370Z,37.8858150,-122.3721533,0.000,84.5,106.8,95.0,-1.1
2023-04-16T22:48:53.872Z,37.8858150,-122.3721550,0.000,84.5,105.6,95.2,-1.3
2023-04-16T22:48:54.371Z,37.8858166,-122.3721566,0.000,84.5,102.2,94.3,-1.1
2023-04-16T22:48:54.884Z,37.8858166,-122.3721566,0.000,84.5,100.9,95.5,-2.1
2023-04-16T22:48:55.370Z,37.8858166,-122.3721566,0.000,84.5,102.2,97.5,-1.3
2023-04-16T22:48:55.873Z,37.8858166,-122.3721566,0.000,84.5,99.8,95.0,-1.7
2023-04-16T22:48:56.376Z,37.8858166,-122.3721566,0.000,84.5,97.6,93.4,-0.9
2023-04-16T22:48:56.877Z,37.8858166,-122.3721566,0.000,84.5,96.2,97.0,0.3
2023-04-16T22:48:57.376Z,37.8858166,-122.3721566,0.000,84.5,96.3,97.0,-1.2
2023-04-16T22:48:57.879Z,37.8858166,-122.3721566,0.000,84.5,95.9,93.2,-0.9
2023-04-16T22:48:58.377Z,37.8858166,-122.3721566,0.000,84.5,94.5,95.9,-0.3
2023-04-16T22:48:58.877Z,37.8858166,-122.3721566,0.000,84.5,93.0,95.1,-0.3
2023-04-16T22:48:59.372Z,37.8858166,-122.3721566,0.000,84.5,92.9,94.4,-1.0
2023-04-16T22:48:59.876Z,37.8858166,-122.3721566,0.000,84.5,92.3,95.3,-0.4
2023-04-16T22:49:00.373Z,37.8858166,-122.3721566,0.000,84.5,91.8,97.5,-1.3
2023-04-16T22:49:00.875Z,37.8858183,-122.3721566,0.000,84.5,93.8,92.9,-1.7
2023-04-16T22:49:01.373Z,37.8858183,-122.3721583,0.000,84.5,94.8,93.5,0.5
2023-04-16T22:49:01.874Z,37.8858183,-122.3721583,0.000,84.5,94.7,94.2,0.3
2023-04-16T22:49:02.373Z,37.8858183,-122.3721583,0.000,84.5,94.2,94.5,-0.4
2023-04-16T22:49:02.875Z,37.8858183,-122.3721583,0.000,84.5,94.0,93.2,-1.0
2023-04-16T22:49:03.372Z,37.8858183,-122.3721583,0.000,84.5,95.5,96.3,-2.2
2023-04-16T22:49:03.875Z,37.8858183,-122.3721583,0.000,84.5,96.9,96.4,-0.9
2023-04-16T22:49:04.373Z,37.8858183,-122.3721583,0.000,84.5,95.4,91.6,-1.9
2023-04-16T22:49:04.876Z,37.8858200,-122.3721583,0.000,84.5,91.7,93.5,-1.8
2023-04-16T22:49:05.364Z,37.8858200,-122.3721583,0.000,84.5,91.2,95.4,-3.1
2023-04-16T22:49:05.875Z,37.8858200,-122.3721583,0.000,84.5,93.6,95.5,-4.4
2023-04-16T22:49:06.373Z,37.8858200,-122.3721583,0.000,84.5,94.1,94.6,-1.2
2023-04-16T22:49:06.875Z,37.8858200,-122.3721583,0.000,84.5,95.5,94.9,-5.2
2023-04-16T22:49:07.373Z,37.8858200,-122.3721583,0.000,84.5,94.2,92.5,-2.8
2023-04-16T22:49:07.878Z,37.8858200,-122.3721583,0.000,84.5,91.7,93.7,0.4
2023-04-16T22:49:08.373Z,37.8858416,-122.3721566,1.800,40.4,94.0,95.4,-4.1
